ID;Última Actualización;Razón Social;Calle;Número;ID Comuna;Comuna;ID Región;Región;Horario de Atención;Distribuidor;Distribuidor Logo;Distribuidor Logo SVG;Distribuidor Logo SVG Horizontal;Gasolina 93 $/L;Gasolina 97 $/L;Petróleo Diesel $/L;Gasolina 95 $/L;GLP Vehicular $/m3;GNC $/m3;Latitud;Longitud;Tienda;Farmacia;Mantención;Autoservicio;Pago Efectivo;Cheque;Tarjetas Bancarias;Tarjeta Grandes Tiendas
co110101;11/02/2021 6:51;IRACABAL OTTH HENRI EDWARD JEAN;VIVAR;402;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;857;559;836;;;-2,02133E+13;-7,01486E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co110103;10/02/2021 23:36;comercializadora y distribuidora jfrm y cia limitada;SITIO Nï¿½ 54-B, BARRIO INDUSTRIAL;54;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;857;559;836;;;-2,02048E+13;-7,01416E+12;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co110104;04/02/2021 16:21;Ewald Erich Zippel Schiele / Rut 5.218.185-2;AVDA. SALVADOR ALLENDE;2345;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;802;846;548;825;;;-2,02309E+13;-7,01359E+13;VERDADERO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co110104a;04/02/2021 16:22;Ewald Zippel y Cìa Limitada;Avda. Salvador Allende;2345;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;;;554;;;;-202564238;-701280766;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co110105;10/02/2021 23:54;comercial y servicios A&G limitada;Salvador Allende;2102;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;857;558;836;;;-20228987;-701354236;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co110107;11/02/2021 0:04;Comercial y Distribuidora Formar Ltda;MANUEL RODRIGUEZ;1404;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;807;851;553;830;;;-2,02234E+12;-7,01422E+13;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co110108;11/02/2021 7:10;OSORIO Y ESCUDERO LTDA.;ANIBAL PINTO;1377;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;857;559;836;;;-20221026185;-7,01531E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co110109;04/02/2021 9:22;ADMINISTRADORA DE VENTAS AL DETALLE LTDA. 77215640-5;Avda. Arturo Prat Chacon;1732;1101;Iquique;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;808;852;554;831;;;-2,02414E+13;-7,01439E+12;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
li110101;21/01/2021 6:18;Cristina Cecilia Caruncho Pizarro;AVDA.CIRCUNVALACION;720;1101;Iquique;1;Tarapacá;08:00 a 23:00 Horas;Lipigas;http://api.cne.cl/brands/logo24.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;;;;;400;;-2,02137E+13;-7,01316E+11;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
li110103;21/01/2021 8:50;JUAN CARLOS ALFRED ROBERT;Pedro Prado;2210;1101;Iquique;1;Tarapacá;24 horas;Lipigas;http://api.cne.cl/brands/logo24.jpg;http://api.cne.cl/brands/lipigas.svg;http://api.cne.cl/brands/lipigas-horizontal.svg;;;;;410;;-202363741;-701356807;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pe110101;08/02/2021 20:49;COMERCIALIZADORA VASQUEZ S.A.;Av. Arturo Prat;3415;1101;Iquique;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;808;852;554;831;;;-2,02588E+13;-7,01331E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe110102;08/02/2021 15:33;CMC LTDA //;Av. Arturo Prat;1656;1101;Iquique;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;808;852;554;831;;;-2,024E+13;-7,01451E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
pe110103;17/10/2019 8:09;Com. y Dist. Cristian Araya Cortes E.I.R.L;Av. Tadeo Haenke;1808;1101;Iquique;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;815;889;611;853;;;-2,0238E+12;-7,01438E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe110104;28/11/2019 8:01;CARLOS NARVAEZ JERIA;O'Higgins;701;1101;Iquique;1;Tarapacá;8:00 a 13 y 15:30 a 18:30;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;829;903;623;867;;;-2,02188E+13;-7,01487E+13;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe110105;08/02/2021 15:26;Serv gavigam spa;Av. Salvador Allende esq. O'Higgins;0;1101;Iquique;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;808;852;553;831;;;-2,02196E+13;-7,01345E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe110106;04/02/2021 11:31;Comercializadora y Distribuidora Cristian Araya Cortes E.I.R.L. // 76.307.097-2;Pedro Prado esq. Gómez Carreño;0;1101;Iquique;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;809;853;554;832;;;-2,0233E+13;-7,01355E+12;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pe110107;17/10/2019 8:16;Socomiva Ltda. // RUT: 76189466-8;Av. AeropuertoLas Rosas;2722;1101;Iquique;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;815;889;611;853;;;-2,02368E+12;-7,01419E+13;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO
sh110101;05/02/2021 13:35;INVERSIONES ISP SPA.;OHiggins;2280;1101;Iquique;1;Tarapacá;07.30 HRAS HASTA  23.30 H;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;806;850;543;829;;;-2,02195E+13;-7,01342E+12;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO
sh110102;05/02/2021 13:11;CLIMEX CHILE SPA;Avda. Arturo Prat;1850;1101;Iquique;1;Tarapacá;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;808;852;554;831;;;-2,02422E+13;-7,01425E+13;VERDADERO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO
sh110103;05/02/2021 14:02;Concesiones Benjamín Tomas Barros Donoso E.I.R.L.;Cespedes Gonzalez;1685;1101;Iquique;1;Tarapacá;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;808;852;553;831;;;-2,02249E+11;-7,01401E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
sh110104;05/02/2021 13:26;Climex chile spa;Genaro Gallo;2361;1101;Iquique;1;Tarapacá;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;802;846;548;825;;;-2,02316E+13;-7,01378E+13;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO
sh110105;05/02/2021 13:17;DISTRIBUIDORA LA PAMPA LIMITADA;Manuel Rodrï¿½guezVivar;705;1101;Iquique;1;Tarapacá;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;808;852;553;831;;;-2,02236E+13;-7,01491E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
ul110101;26/09/2016 15:48;ENVASADORA, TRANSPORTE Y DISTRIBUIDORA ULI ROD LTDA;PASTOR LORENZO PEREZ EX QUINTA SUR;1919;1101;Iquique;1;Tarapacá;24 horas;Uligas;http://api.cne.cl/brands/logo38.jpg;http://api.cne.cl/brands/uligas.svg;http://api.cne.cl/brands/uligas-horizontal.svg;;;;;410;;-202167;-70142223;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
ab110101;11/12/2020 19:15;Abastible S.A.;Ruta A-616, Manzana C, Lote A;0;1107;Alto Hospicio;1;Tarapacá;24 horas;Abastible;http://api.cne.cl/brands/logo23.jpg;http://api.cne.cl/brands/abastible.svg;http://api.cne.cl/brands/abastible-horizontal.svg;;;;;419;;-202686722;-701049169;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co110102;04/02/2021 8:21;MARGARITA BEATRIZ HERNANDEZ VERGARA;RUTA A-16 KM 32  AVDA SANTA ROSA;0;1107;Alto Hospicio;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;808;852;545;831;;;-2,02615E+13;-7,00671E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co110106;11/02/2021 0:17;COMERCIAL MALLKU LTDA. RUT: 76842810-7;ALTO HOSPICIO, RUTA A 16 KM.;37;1107;Alto Hospicio;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;857;551;836;;;-2,02738E+13;-7,00952E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co110110;04/02/2021 0:31;TANGOUR Y LOYOLA LTDA;Teniente Merino Correa;3945;1107;Alto Hospicio;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;808;852;548;831;;;-20268073;-70095478;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pb110101;10/02/2021 23:06;Hernï¿½n Cayo Salazar;Ruta A 616;2999;1107;Alto Hospicio;1;Tarapacá;8:00 AM   a   6:00 PM;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;;;540;;;;-2,02537E+13;-7,01093E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pb110103;10/02/2021 20:23;Estación de Servicio Santa Rosa Ltda;Avda. Santa Rosa de Molle;4054;1107;Alto Hospicio;1;Tarapacá;07:00 a 19:30;Sin bandera;http://api.cne.cl/brands/logo10.jpg;http://api.cne.cl/brands/sin bandera.svg;http://api.cne.cl/brands/sin bandera-horizontal.svg;;;549;;;;-2,02819E+12;-7,00936E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe110201;04/02/2021 11:56;Socomiva ltda;Av. Los aromos;3115;1107;Alto Hospicio;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;808;853;548;831;;;-20269373;-70095214;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
ul110202;21/10/2016 15:32;ENVASADORA, TRANSPORTE Y DISTRIBUIDORA ULI ROD LTDA;Santa Rosa de Molle;4004;1107;Alto Hospicio;1;Tarapacá;24 horas;Uligas;http://api.cne.cl/brands/logo38.jpg;http://api.cne.cl/brands/uligas.svg;http://api.cne.cl/brands/uligas-horizontal.svg;;;;;410;;-202712733;-700891194;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co120502;11/02/2021 7:42;COMERCIAL Y SERVICIOS FRAELI LTDA.;PANAMERICANA NORTE KM;1810;1401;Pozo Almonte;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;857;554;836;;;-2,02373E+13;-6,97866E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pe120501;04/02/2021 9:34;NELSON GAETE GANORA;Calle Comercio;53;1401;Pozo Almonte;1;Tarapacá;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;808;859;549;834;;;-2,02626E+13;-6,97857E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co120401;11/02/2021 0:17;SOCIEDAD COMERCIAL MOTORCENTER LTDA;AV. 27 DE ABRIL;0;1405;Pica;1;Tarapacá;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;858;559;838;;;-2,04937E+13;-6,9333E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
ag210101;04/02/2021 14:55;Autogasco;AVENIDA RADOMIRO TOMIC esq DR. RUIZ TAGLE;0;2101;Antofagasta;2;Antofagasta;24 horas;Autogasco;http://api.cne.cl/brands/logo28.jpg;http://api.cne.cl/brands/autogasco.svg;http://api.cne.cl/brands/autogasco-horizontal.svg;;;;;566;;-2,36013E+13;-7,03856E+13;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
co210101;04/02/2021 14:17;MARCE INGENIERIA LTDA. RUT: 78.116.860-2;AV. ANTONIO RENDIC;3855;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;817;870;560;845;;;-2,36362E+13;-7,03892E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co210102;10/02/2021 23:46;Comercializadora Codicom ltda.;AV. MEJILLONES 4950 ESQ. ILLAPEL;4950;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;822;875;568;850;;;-2,36252E+13;-7,03912E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co210103;11/02/2021 0:08;Comercial Kam Limitada;SAN MARTIN ESQ. URIBE;0;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;824;876;571;852;;;-2,36491E+13;-7,0401E+12;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO
co210104;10/02/2021 23:27;COMERCIALIZADORA Y DISTRIBUIDORA FA;AV. ANGAMOS;633;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;818;870;565;846;;;-2,36787E+13;-7,04098E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co210105;11/02/2021 0:13;COMERCIALIZADORA Y DISTRIBUIDORA ARCEU Y CABRERA LIMITADA;RUTA 5 NORTE KM 1351;0;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;826;878;568;852;;;-2,36368E+13;-7,02607E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co210106;10/02/2021 23:48;CLAPS SANCHEZ GERARDO;AV. ARGENTINA;1103;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;824;876;571;852;;;-2,36651E+13;-7,03987E+13;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co210107;11/02/2021 0:05;LOYOLA, VASQUEZ Y CIA. LTDA.;AV. PEDRO AGUIRRE CERDA, A. RENDIC;0;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;824;876;571;852;;;-2,36038E+13;-7,03888E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
co210108;04/02/2021 7:28;Administradora de Ventas al Detalle Ltda.;AV. ARGENTINA;3211;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;813;865;557;841;;;-2,36443E+13;-7,03929E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co210109;04/02/2021 8:08;QUARKS INGENIERIA Y SERVICIOS LTDA.;AV. EDMUNDO PEREZ ZUJOVIC;4256;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;819;871;563;847;;;-2,3632E+13;-7,03956E+13;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
co210111;10/02/2021 23:55;Miranda e Hijo Cï¿½a. Ltda. // 77.650.070-4;Avenida Pedro Aguirre Cerda;10980;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;821;874;568;849;;;-2,35612E+13;-7,03906E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
co210112;11/02/2021 7:24;COMERCIAL VERA SPATE LTDA;Av. Pedro Edmundo Perez Zujovic;10675;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;824;876;571;852;;;-23576324;-703940022;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
co210113;05/02/2021 13:23;VENTAS Y SERVICIOS OHANA SPA;Avda. Pedro Aguirre Cerda;10615;2101;Antofagasta;2;Antofagasta;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;815;868;559;843;;;-2,35647E+13;-7,03913E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
co210114;04/02/2021 10:20;Administradora de ventas al detalle ltda.;Ruta 5 Norte Km. 1398;0;2101;Antofagasta;2;Antofagasta;24 horas;Copec;http://api.cne.cl/brands/logo5.jpg;http://api.cne.cl/brands/copec.svg;http://api.cne.cl/brands/copec-horizontal.svg;817;871;560;845;;;-23454892;-7013732;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe210101;04/02/2021 9:30;ALMA S.P.A.;Avda. Gracia;430;2101;Antofagasta;2;Antofagasta;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;822;874;564;850;;;-2,36705E+13;-7,04067E+13;VERDADERO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe210102;11/02/2021 6:15;Sociedad de Ingeniería y Servicios de Mantención Integral INGEMAN Limitada;Av. Argentina;2802;2101;Antofagasta;2;Antofagasta;SERVICENTRO EN MANTENCION;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;825;877;569;853;;;-2,36491E+13;-7,03928E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe210103;11/02/2021 8:07;Distribuidora, Comercializadora y Servicios Raul Araya Saavedra EIRL;Juan BolívarHuamachuco;907;2101;Antofagasta;2;Antofagasta;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;821;874;565;849;;;-2,35865E+13;-7,03808E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
pe210104;08/02/2021 12:46;Inversiones y Servicios Licancabur Limitada;Héctor Gómez Cobo;286;2101;Antofagasta;2;Antofagasta;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;821;873;560;847;;;-2,37813E+13;-7,03161E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
pe210105;04/02/2021 9:48;Marzu Spa;Av. Antonio Rendic;6850;2101;Antofagasta;2;Antofagasta;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;819;870;563;848;;;-2,36093E+13;-7,03844E+12;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe210106;11/02/2021 6:46;DISTRIBUIDORA DE COMBUSTIBLES ARIZONA LTDA;Av. Edmundo Pérez Zujovic;5030;2101;Antofagasta;2;Antofagasta;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;825;877;569;853;;;-2,36229E+13;-7,03941E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
pe210107;04/02/2021 9:38;CARMONA NIEMANN Y CIA. LIMITADA / 76.459.822-9;PEDRO AGUIRRE CERDA;11315;2101;Antofagasta;2;Antofagasta;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;817;870;560;845;;;-2,35575E+13;-7,03917E+13;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO
pe210108;11/02/2021 8:08;Distribuidora, Comercializadora y Servicios Raul Araya Saavedra EIRL;Avda Pedro Aguirre Cerda;10850;2101;Antofagasta;2;Antofagasta;24 horas;Petrobras;http://api.cne.cl/brands/logo2.jpg;http://api.cne.cl/brands/petrobras.svg;http://api.cne.cl/brands/petrobras-horizontal.svg;823;876;566;851;;;-2,35637E+13;-7,03908E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh210101;05/02/2021 13:33;Sociedad comercial e inversiones LyRol limitada.;Antonio Rendic;4561;2101;Antofagasta;2;Antofagasta;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;815;868;559;843;;;-2,36284E+13;-7,03897E+12;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh210102;05/02/2021 13:23;Comercializadora y Servicios Integrales Limitada.;Avda. 21 De MayoAvda. Argentina;1119;2101;Antofagasta;2;Antofagasta;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;819;872;563;847;;;-2,36571E+13;-7,03963E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh210103;05/02/2021 13:18;VENTAS Y SERVICIOS OHANA SPA;Avda. ArgentinaDiaz Gana;1105;2101;Antofagasta;2;Antofagasta;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;819;872;563;847;;;-2,36651E+12;-7,03987E+13;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO
sh210104;05/02/2021 13:30;Kitty Cueva Arias Y cia Ltda.;Balmaceda;2408;2101;Antofagasta;2;Antofagasta;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;819;872;563;847;;;-2,36469E+13;-7,04009E+13;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO
sh210105;04/02/2021 10:10;Lyrol Ltda;Panamericana Norte Km;1354;2101;Antofagasta;2;Antofagasta;24 horas;Shell;http://api.cne.cl/brands/logo4.jpg;http://api.cne.cl/brands/shell.svg;http://api.cne.cl/brands/shell-horizontal.svg;821;;560;;;;-2,378E+13;-7,03174E+13;FALSO;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO
